Localidade de aplicação do recurso;Ano da Emenda;Tipo de Emenda;Autor da Emenda;Número da Emenda;Código da Emenda;Favorecido;UF DO FAVORECIDO;MUNICÍPIO DO FAVORECIDO;UG;Órgão;Órgão Superior;Grupo de Despesa;Elemento de Despesa;Modalidade de Despesa;Plano Orçamentário;Programa Orçamentário;Ação Orçamentária;Subtítulo (Localizador);Função (Área de Atuação);Subfunção (Especificação da Área de Atuação);Possui Convênio?;Valor Empenhado;Valor Pago;Parlamentar_Limpo;codigo_ibge_mapa;codigo_ibge_ips;faixa_prioridade;QT_VOTOS;municipio;municipio_normalizado;tipo_destinacao;idhm;ivs;deficit_idhm;ips_prioridade;tipo_registro;fonte_territorializacao;status_reconciliacao;linhas_pagamento;codigos_distintos;parlamentares_distintos;observacao_metodologica
LINHA NOVA - RS;2025;Sem pagamento municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINHA NOVA;;;;;;;;;;;;;;0.0;0.0;DANRLEI DE DEUS HINTERHOLZ;4311643;4311643;Baixa Prioridade;83.0;LINHA NOVA;LINHA NOVA;Sem pagamento municipalizado;0.749;0.11;0.251;0.1805;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINHA NOVA - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINHA NOVA;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4311643;4311643;Baixa Prioridade;13.0;LINHA NOVA;LINHA NOVA;Sem pagamento municipalizado;0.749;0.11;0.251;0.1805;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINHA NOVA - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINHA NOVA;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4311643;4311643;Baixa Prioridade;21.0;LINHA NOVA;LINHA NOVA;Sem pagamento municipalizado;0.749;0.11;0.251;0.1805;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINHA NOVA - RS;2025;Sem pagamento municipalizado;LUIZ CARLOS BUSATO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINHA NOVA;;;;;;;;;;;;;;0.0;0.0;LUIZ CARLOS BUSATO;4311643;4311643;Baixa Prioridade;3.0;LINHA NOVA;LINHA NOVA;Sem pagamento municipalizado;0.749;0.11;0.251;0.1805;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINHA NOVA - RS;2025;Sem pagamento municipalizado;MARCEL VAN HATTEM;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINHA NOVA;;;;;;;;;;;;;;0.0;0.0;MARCEL VAN HATTEM;4311643;4311643;Baixa Prioridade;101.0;LINHA NOVA;LINHA NOVA;Sem pagamento municipalizado;0.749;0.11;0.251;0.1805;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINHA NOVA - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINHA NOVA;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4311643;4311643;Baixa Prioridade;27.0;LINHA NOVA;LINHA NOVA;Sem pagamento municipalizado;0.749;0.11;0.251;0.1805;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINHA NOVA - RS;2025;Sem pagamento municipalizado;POMPEO DE MATTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINHA NOVA;;;;;;;;;;;;;;0.0;0.0;POMPEO DE MATTOS;4311643;4311643;Baixa Prioridade;73.0;LINHA NOVA;LINHA NOVA;Sem pagamento municipalizado;0.749;0.11;0.251;0.1805;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINHA NOVA - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINHA NOVA;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4311643;4311643;Baixa Prioridade;29.0;LINHA NOVA;LINHA NOVA;Sem pagamento municipalizado;0.749;0.11;0.251;0.1805;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4311700;4311700;Alta Prioridade;7.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;DAIANA SANTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;DAIANA SANTOS;4311700;4311700;Alta Prioridade;3.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;DANRLEI DE DEUS HINTERHOLZ;4311700;4311700;Alta Prioridade;1.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4311700;4311700;Alta Prioridade;4.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;HEITOR SCHUCH;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;HEITOR SCHUCH;4311700;4311700;Alta Prioridade;4.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4311700;4311700;Alta Prioridade;1.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;LUIZ CARLOS BUSATO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;LUIZ CARLOS BUSATO;4311700;4311700;Alta Prioridade;66.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;MARCEL VAN HATTEM;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;MARCEL VAN HATTEM;4311700;4311700;Alta Prioridade;47.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4311700;4311700;Alta Prioridade;68.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;POMPEO DE MATTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;POMPEO DE MATTOS;4311700;4311700;Alta Prioridade;16.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;REGINETE BISPO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;REGINETE BISPO;4311700;4311700;Alta Prioridade;2.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MACHADINHO - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MACHADINHO;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4311700;4311700;Alta Prioridade;25.0;MACHADINHO;MACHADINHO;Sem pagamento municipalizado;0.692;0.289;0.308;0.2985;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MAMPITUBA - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MAMPITUBA;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4311734;4311734;Alta Prioridade;8.0;MAMPITUBA;MAMPITUBA;Sem pagamento municipalizado;0.649;0.231;0.351;0.291;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MAMPITUBA - RS;2025;Sem pagamento municipalizado;DAIANA SANTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MAMPITUBA;;;;;;;;;;;;;;0.0;0.0;DAIANA SANTOS;4311734;4311734;Alta Prioridade;1.0;MAMPITUBA;MAMPITUBA;Sem pagamento municipalizado;0.649;0.231;0.351;0.291;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MAMPITUBA - RS;2025;Sem pagamento municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MAMPITUBA;;;;;;;;;;;;;;0.0;0.0;DANRLEI DE DEUS HINTERHOLZ;4311734;4311734;Alta Prioridade;3.0;MAMPITUBA;MAMPITUBA;Sem pagamento municipalizado;0.649;0.231;0.351;0.291;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MAMPITUBA - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MAMPITUBA;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4311734;4311734;Alta Prioridade;8.0;MAMPITUBA;MAMPITUBA;Sem pagamento municipalizado;0.649;0.231;0.351;0.291;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MAMPITUBA - RS;2025;Sem pagamento municipalizado;HEITOR SCHUCH;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MAMPITUBA;;;;;;;;;;;;;;0.0;0.0;HEITOR SCHUCH;4311734;4311734;Alta Prioridade;12.0;MAMPITUBA;MAMPITUBA;Sem pagamento municipalizado;0.649;0.231;0.351;0.291;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MAMPITUBA - RS;2025;Sem pagamento municipalizado;LUIZ CARLOS BUSATO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MAMPITUBA;;;;;;;;;;;;;;0.0;0.0;LUIZ CARLOS BUSATO;4311734;4311734;Alta Prioridade;32.0;MAMPITUBA;MAMPITUBA;Sem pagamento municipalizado;0.649;0.231;0.351;0.291;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MAMPITUBA - RS;2025;Sem pagamento municipalizado;MARCEL VAN HATTEM;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MAMPITUBA;;;;;;;;;;;;;;0.0;0.0;MARCEL VAN HATTEM;4311734;4311734;Alta Prioridade;22.0;MAMPITUBA;MAMPITUBA;Sem pagamento municipalizado;0.649;0.231;0.351;0.291;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MAMPITUBA - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MAMPITUBA;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4311734;4311734;Alta Prioridade;34.0;MAMPITUBA;MAMPITUBA;Sem pagamento municipalizado;0.649;0.231;0.351;0.291;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MAMPITUBA - RS;2025;Sem pagamento municipalizado;POMPEO DE MATTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MAMPITUBA;;;;;;;;;;;;;;0.0;0.0;POMPEO DE MATTOS;4311734;4311734;Alta Prioridade;14.0;MAMPITUBA;MAMPITUBA;Sem pagamento municipalizado;0.649;0.231;0.351;0.291;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MAMPITUBA - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MAMPITUBA;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4311734;4311734;Alta Prioridade;17.0;MAMPITUBA;MAMPITUBA;Sem pagamento municipalizado;0.649;0.231;0.351;0.291;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
MANOEL VIANA - RS;2025;Sem pagamento municipalizado;ALCEU MOREIRA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;MANOEL VIANA;;;;;;;;;;;;;;0.0;0.0;ALCEU MOREIRA;4311759;4311759;Alta Prioridade;96.0;MANOEL VIANA;MANOEL VIANA;Sem pagamento municipalizado;0.655;0.265;0.345;0.305;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
