Localidade de aplicação do recurso;Ano da Emenda;Tipo de Emenda;Autor da Emenda;Número da Emenda;Código da Emenda;Favorecido;UF DO FAVORECIDO;MUNICÍPIO DO FAVORECIDO;UG;Órgão;Órgão Superior;Grupo de Despesa;Elemento de Despesa;Modalidade de Despesa;Plano Orçamentário;Programa Orçamentário;Ação Orçamentária;Subtítulo (Localizador);Função (Área de Atuação);Subfunção (Especificação da Área de Atuação);Possui Convênio?;Valor Empenhado;Valor Pago;Parlamentar_Limpo;codigo_ibge_mapa;codigo_ibge_ips;faixa_prioridade;QT_VOTOS;municipio;municipio_normalizado;tipo_destinacao;idhm;ivs;deficit_idhm;ips_prioridade;tipo_registro;fonte_territorializacao;status_reconciliacao;linhas_pagamento;codigos_distintos;parlamentares_distintos;observacao_metodologica
SÃO PEDRO DO SUL - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO PEDRO DO SUL;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4319406;4319406;Média Prioridade;138.0;SÃO PEDRO DO SUL;SAO PEDRO DO SUL;Sem pagamento municipalizado;0.709;0.213;0.291;0.252;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO PEDRO DO SUL - RS;2025;Sem pagamento municipalizado;HEITOR SCHUCH;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO PEDRO DO SUL;;;;;;;;;;;;;;0.0;0.0;HEITOR SCHUCH;4319406;4319406;Média Prioridade;304.0;SÃO PEDRO DO SUL;SAO PEDRO DO SUL;Sem pagamento municipalizado;0.709;0.213;0.291;0.252;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO PEDRO DO SUL - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO PEDRO DO SUL;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4319406;4319406;Média Prioridade;35.0;SÃO PEDRO DO SUL;SAO PEDRO DO SUL;Sem pagamento municipalizado;0.709;0.213;0.291;0.252;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO PEDRO DO SUL - RS;2025;Sem pagamento municipalizado;MARCEL VAN HATTEM;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO PEDRO DO SUL;;;;;;;;;;;;;;0.0;0.0;MARCEL VAN HATTEM;4319406;4319406;Média Prioridade;285.0;SÃO PEDRO DO SUL;SAO PEDRO DO SUL;Sem pagamento municipalizado;0.709;0.213;0.291;0.252;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO PEDRO DO SUL - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO PEDRO DO SUL;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4319406;4319406;Média Prioridade;162.0;SÃO PEDRO DO SUL;SAO PEDRO DO SUL;Sem pagamento municipalizado;0.709;0.213;0.291;0.252;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO PEDRO DO SUL - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO PEDRO DO SUL;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4319406;4319406;Média Prioridade;218.0;SÃO PEDRO DO SUL;SAO PEDRO DO SUL;Sem pagamento municipalizado;0.709;0.213;0.291;0.252;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Sem pagamento municipalizado;ALCEU MOREIRA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;0.0;ALCEU MOREIRA;4319505;4319505;Média Prioridade;189.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Sem pagamento municipalizado;0.739;0.229;0.261;0.245;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4319505;4319505;Média Prioridade;102.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Sem pagamento municipalizado;0.739;0.229;0.261;0.245;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Sem pagamento municipalizado;DAIANA SANTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;0.0;DAIANA SANTOS;4319505;4319505;Média Prioridade;61.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Sem pagamento municipalizado;0.739;0.229;0.261;0.245;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Sem pagamento municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;0.0;DANRLEI DE DEUS HINTERHOLZ;4319505;4319505;Média Prioridade;151.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Sem pagamento municipalizado;0.739;0.229;0.261;0.245;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4319505;4319505;Média Prioridade;230.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Sem pagamento municipalizado;0.739;0.229;0.261;0.245;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Sem pagamento municipalizado;LUIZ CARLOS BUSATO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;0.0;LUIZ CARLOS BUSATO;4319505;4319505;Média Prioridade;49.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Sem pagamento municipalizado;0.739;0.229;0.261;0.245;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Sem pagamento municipalizado;MARCEL VAN HATTEM;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;0.0;MARCEL VAN HATTEM;4319505;4319505;Média Prioridade;843.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Sem pagamento municipalizado;0.739;0.229;0.261;0.245;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4319505;4319505;Média Prioridade;450.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Sem pagamento municipalizado;0.739;0.229;0.261;0.245;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Sem pagamento municipalizado;POMPEO DE MATTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;0.0;POMPEO DE MATTOS;4319505;4319505;Média Prioridade;54.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Sem pagamento municipalizado;0.739;0.229;0.261;0.245;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Sem pagamento municipalizado;REGINETE BISPO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;0.0;REGINETE BISPO;4319505;4319505;Média Prioridade;14.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Sem pagamento municipalizado;0.739;0.229;0.261;0.245;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4319505;4319505;Média Prioridade;639.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Sem pagamento municipalizado;0.739;0.229;0.261;0.245;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEPÉ - RS;2025;Sem pagamento municipalizado;ALCEU MOREIRA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEPÉ;;;;;;;;;;;;;;0.0;0.0;ALCEU MOREIRA;4319604;4319604;Média Prioridade;22.0;SÃO SEPÉ;SAO SEPE;Sem pagamento municipalizado;0.708;0.218;0.292;0.255;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEPÉ - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEPÉ;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4319604;4319604;Média Prioridade;156.0;SÃO SEPÉ;SAO SEPE;Sem pagamento municipalizado;0.708;0.218;0.292;0.255;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEPÉ - RS;2025;Sem pagamento municipalizado;DAIANA SANTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEPÉ;;;;;;;;;;;;;;0.0;0.0;DAIANA SANTOS;4319604;4319604;Média Prioridade;47.0;SÃO SEPÉ;SAO SEPE;Sem pagamento municipalizado;0.708;0.218;0.292;0.255;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEPÉ - RS;2025;Sem pagamento municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEPÉ;;;;;;;;;;;;;;0.0;0.0;DANRLEI DE DEUS HINTERHOLZ;4319604;4319604;Média Prioridade;95.0;SÃO SEPÉ;SAO SEPE;Sem pagamento municipalizado;0.708;0.218;0.292;0.255;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEPÉ - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEPÉ;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4319604;4319604;Média Prioridade;250.0;SÃO SEPÉ;SAO SEPE;Sem pagamento municipalizado;0.708;0.218;0.292;0.255;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEPÉ - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEPÉ;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4319604;4319604;Média Prioridade;67.0;SÃO SEPÉ;SAO SEPE;Sem pagamento municipalizado;0.708;0.218;0.292;0.255;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEPÉ - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEPÉ;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4319604;4319604;Média Prioridade;138.0;SÃO SEPÉ;SAO SEPE;Sem pagamento municipalizado;0.708;0.218;0.292;0.255;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEPÉ - RS;2025;Sem pagamento municipalizado;REGINETE BISPO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEPÉ;;;;;;;;;;;;;;0.0;0.0;REGINETE BISPO;4319604;4319604;Média Prioridade;7.0;SÃO SEPÉ;SAO SEPE;Sem pagamento municipalizado;0.708;0.218;0.292;0.255;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO SEPÉ - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO SEPÉ;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4319604;4319604;Média Prioridade;284.0;SÃO SEPÉ;SAO SEPE;Sem pagamento municipalizado;0.708;0.218;0.292;0.255;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM - RS;2025;Sem pagamento municipalizado;ALCEU MOREIRA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM;;;;;;;;;;;;;;0.0;0.0;ALCEU MOREIRA;4319703;4319703;Média Prioridade;248.0;SÃO VALENTIM;SAO VALENTIM;Sem pagamento municipalizado;0.72;0.204;0.28;0.242;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM - RS;2025;Sem pagamento municipalizado;DAIANA SANTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM;;;;;;;;;;;;;;0.0;0.0;DAIANA SANTOS;4319703;4319703;Média Prioridade;6.0;SÃO VALENTIM;SAO VALENTIM;Sem pagamento municipalizado;0.72;0.204;0.28;0.242;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4319703;4319703;Média Prioridade;6.0;SÃO VALENTIM;SAO VALENTIM;Sem pagamento municipalizado;0.72;0.204;0.28;0.242;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4319703;4319703;Média Prioridade;32.0;SÃO VALENTIM;SAO VALENTIM;Sem pagamento municipalizado;0.72;0.204;0.28;0.242;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4319703;4319703;Média Prioridade;36.0;SÃO VALENTIM;SAO VALENTIM;Sem pagamento municipalizado;0.72;0.204;0.28;0.242;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM - RS;2025;Sem pagamento municipalizado;POMPEO DE MATTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM;;;;;;;;;;;;;;0.0;0.0;POMPEO DE MATTOS;4319703;4319703;Média Prioridade;4.0;SÃO VALENTIM;SAO VALENTIM;Sem pagamento municipalizado;0.72;0.204;0.28;0.242;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM DO SUL - RS;2025;Sem pagamento municipalizado;ALCEU MOREIRA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM DO SUL;;;;;;;;;;;;;;0.0;0.0;ALCEU MOREIRA;4319711;4319711;Baixa Prioridade;6.0;SÃO VALENTIM DO SUL;SAO VALENTIM DO SUL;Sem pagamento municipalizado;0.764;0.146;0.236;0.191;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM DO SUL - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM DO SUL;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4319711;4319711;Baixa Prioridade;26.0;SÃO VALENTIM DO SUL;SAO VALENTIM DO SUL;Sem pagamento municipalizado;0.764;0.146;0.236;0.191;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM DO SUL - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM DO SUL;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4319711;4319711;Baixa Prioridade;5.0;SÃO VALENTIM DO SUL;SAO VALENTIM DO SUL;Sem pagamento municipalizado;0.764;0.146;0.236;0.191;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM DO SUL - RS;2025;Sem pagamento municipalizado;HEITOR SCHUCH;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM DO SUL;;;;;;;;;;;;;;0.0;0.0;HEITOR SCHUCH;4319711;4319711;Baixa Prioridade;121.0;SÃO VALENTIM DO SUL;SAO VALENTIM DO SUL;Sem pagamento municipalizado;0.764;0.146;0.236;0.191;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM DO SUL - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM DO SUL;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4319711;4319711;Baixa Prioridade;4.0;SÃO VALENTIM DO SUL;SAO VALENTIM DO SUL;Sem pagamento municipalizado;0.764;0.146;0.236;0.191;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM DO SUL - RS;2025;Sem pagamento municipalizado;MARCEL VAN HATTEM;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM DO SUL;;;;;;;;;;;;;;0.0;0.0;MARCEL VAN HATTEM;4319711;4319711;Baixa Prioridade;46.0;SÃO VALENTIM DO SUL;SAO VALENTIM DO SUL;Sem pagamento municipalizado;0.764;0.146;0.236;0.191;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM DO SUL - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM DO SUL;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4319711;4319711;Baixa Prioridade;59.0;SÃO VALENTIM DO SUL;SAO VALENTIM DO SUL;Sem pagamento municipalizado;0.764;0.146;0.236;0.191;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM DO SUL - RS;2025;Sem pagamento municipalizado;POMPEO DE MATTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM DO SUL;;;;;;;;;;;;;;0.0;0.0;POMPEO DE MATTOS;4319711;4319711;Baixa Prioridade;22.0;SÃO VALENTIM DO SUL;SAO VALENTIM DO SUL;Sem pagamento municipalizado;0.764;0.146;0.236;0.191;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALENTIM DO SUL - RS;2025;Sem pagamento municipalizado;REGINETE BISPO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM DO SUL;;;;;;;;;;;;;;0.0;0.0;REGINETE BISPO;4319711;4319711;Baixa Prioridade;1.0;SÃO VALENTIM DO SUL;SAO VALENTIM DO SUL;Sem pagamento municipalizado;0.764;0.146;0.236;0.191;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
