Parlamentar_Limpo;codigo_emenda;numero_emenda;tipo_emenda;tipo_transferencia;localidade_aplicacao;tipo_localidade_aplicacao;municipio;municipio_normalizado;uf_localidade;valor_pago;programa_orcamentario;acao_orcamentaria;plano_orcamentario;funcao_area_atuacao;subfuncao_area_atuacao;modalidade_despesa;documento;favorecido;status_reconciliacao;ajuste_negativo;valor_zero
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;MACHADINHO - RS;Municipal;MACHADINHO;MACHADINHO;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000553;87.613.576/0001-02 - MUNICIPIO DE MACHADINHO;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;MAMPITUBA - RS;Municipal;MAMPITUBA;MAMPITUBA;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000554;01.613.501/0001-06 - MUNICIPIO DE MAMPITUBA;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;SALVADOR DO SUL - RS;Municipal;SALVADOR DO SUL;SALVADOR DO SUL;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000556;87.860.763/0001-90 - MUNICIPIO DE SALVADOR DO SUL;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;FORMIGUEIRO - RS;Municipal;FORMIGUEIRO;FORMIGUEIRO;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000557;97.228.126/0001-50 - MUNICIPIO DE FORMIGUEIRO;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;IMIGRANTE - RS;Municipal;IMIGRANTE;IMIGRANTE;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000559;92.454.776/0001-08 - MUNICIPIO DE IMIGRANTE;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;COQUEIRO BAIXO - RS;Municipal;COQUEIRO BAIXO;COQUEIRO BAIXO;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000560;04.217.860/0001-32 - MUNICIPIO DE COQUEIRO BAIXO;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;DOIS LAJEADOS - RS;Municipal;DOIS LAJEADOS;DOIS LAJEADOS;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000561;90.221.524/0001-03 - MUNICIPIO DE DOIS LAJEADOS;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;PONTE PRETA - RS;Municipal;PONTE PRETA;PONTE PRETA;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000563;93.539.161/0001-39 - MUNICIPIO DE PONTE PRETA;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;DOM PEDRO DE ALCÂNTARA - RS;Municipal;DOM PEDRO DE ALCÂNTARA;DOM PEDRO DE ALCANTARA;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB003064;01.640.339/0001-15 - MUNICIPIO DE DOM PEDRO DE ALCANTARA;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;TERRA DE AREIA - RS;Municipal;TERRA DE AREIA;TERRA DE AREIA;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB003072;90.256.660/0001-20 - MUNICIPIO DE TERRA DE AREIA;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;GUAÍBA - RS;Municipal;GUAÍBA;GUAIBA;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB003073;88.811.922/0001-20 - MUNICIPIO DE GUAIBA;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;TAVARES - RS;Municipal;TAVARES;TAVARES;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB003074;88.427.018/0001-15 - MUNICIPIO DE TAVARES;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;SERAFINA CORRÊA - RS;Municipal;SERAFINA CORRÊA;SERAFINA CORREA;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB003085;88.597.984/0001-80 - MUNICIPIO DE SERAFINA CORREA;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;TORRES - RS;Municipal;TORRES;TORRES;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB004580;87.876.801/0001-01 - MUNICIPIO DE TORRES;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;SANTA VITÓRIA DO PALMAR - RS;Municipal;SANTA VITÓRIA DO PALMAR;SANTA VITORIA DO PALMAR;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB007673;88.824.099/0001-97 - MUNICIPIO DE SANTA VITORIA DO PALMAR;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;OSÓRIO - RS;Municipal;OSÓRIO;OSORIO;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB009281;88.814.181/0001-30 - MUNICIPIO DE OSORIO;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;BOQUEIRÃO DO LEÃO - RS;Municipal;BOQUEIRÃO DO LEÃO;BOQUEIRAO DO LEAO;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB009282;92.454.818/0001-00 - MUNICIPIO DE BOQUEIRAO DO LEAO;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;VILA LÂNGARO - RS;Municipal;VILA LÂNGARO;VILA LANGARO;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB009778;01.612.386/0001-55 - MUNICIPIO DE VILA LANGARO;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;BOM JESUS - RS;Municipal;BOM JESUS;BOM JESUS;RS;380000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB030989;11.931.808/0001-09 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;BALNEÁRIO PINHAL - RS;Municipal;BALNEÁRIO PINHAL;BALNEARIO PINHAL;RS;380000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB031041;11.468.991/0001-58 - FUNDO MUNICIPAL DE SAUDE DO BALNEARIO PINHAL;Bate com Valor Pago + RP Pagos geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;BOQUEIRÃO DO LEÃO - RS;Municipal;BOQUEIRÃO DO LEÃO;BOQUEIRAO DO LEAO;RS;346500.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000551;92.454.818/0001-00 - MUNICIPIO DE BOQUEIRAO DO LEAO;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;FREDERICO WESTPHALEN - RS;Municipal;FREDERICO WESTPHALEN;FREDERICO WESTPHALEN;RS;346500.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB005515;87.612.917/0001-25 - MUNICIPIO DE FREDERICO WESTPHALEN;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580004;0004;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CONDOR - RS;Municipal;CONDOR;CONDOR;RS;314200.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE;0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB031090;12.021.052/0001-23 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
ALCEU MOREIRA;202528580004;0004;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CAPIVARI DO SUL - RS;Municipal;CAPIVARI DO SUL;CAPIVARI DO SUL;RS;314200.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE;0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB072046;12.271.942/0001-93 - MUNICIPIO DE CAPIVARI DO SUL - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
ALCEU MOREIRA;202528580004;0004;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;MUÇUM - RS;Municipal;MUÇUM;MUCUM;RS;314200.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE;0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB072048;12.440.909/0001-40 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
ALCEU MOREIRA;202528580004;0004;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;TERRA DE AREIA - RS;Municipal;TERRA DE AREIA;TERRA DE AREIA;RS;314200.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE;0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB072072;12.195.568/0001-94 - FUNDO MUNICIPAL DE SAUDE - FMS DE TERRA DE AREIA;Bate com Valor Pago + RP Pagos geral;False;False
ALCEU MOREIRA;202528580004;0004;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;NOVA HARTZ - RS;Municipal;NOVA HARTZ;NOVA HARTZ;RS;314200.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE;0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB072383;12.094.862/0001-00 - FUNDO MUNICIPAL DE SAUDE DE NOVA HARTZ;Bate com Valor Pago + RP Pagos geral;False;False
ALCEU MOREIRA;202528580004;0004;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;PAROBÉ - RS;Municipal;PAROBÉ;PAROBE;RS;314200.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE;0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079526;11.706.451/0001-65 - FUNDO MUNICIPAL DE SAUDE -PAROBE/RS;Bate com Valor Pago + RP Pagos geral;False;False
ALCEU MOREIRA;202528580004;0004;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RIOZINHO - RS;Municipal;RIOZINHO;RIOZINHO;RS;314200.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE;0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079539;11.868.258/0001-20 - FUNDO MUNICIPAL DA SAUDE DE RIOZINHO;Bate com Valor Pago + RP Pagos geral;False;False
ALCEU MOREIRA;202528580004;0004;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CANELA - RS;Municipal;CANELA;CANELA;RS;314200.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE;0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012026OB004925;12.013.178/0001-56 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
ALCEU MOREIRA;202528580002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RIO GRANDE DO SUL (UF);Estadual/UF;;;RS;300000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;31 - Transferências a Estados e ao Distrito Federal - Fundo a Fundo;257001000012025OB033096;87.182.846/0001-78 - FUNDO ESTADUAL DE SAUDE;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;IBARAMA - RS;Municipal;IBARAMA;IBARAMA;RS;297000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000555;92.000.231/0001-13 - MUNICIPIO DE IBARAMA;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;SANTANA DA BOA VISTA - RS;Municipal;SANTANA DA BOA VISTA;SANTANA DA BOA VISTA;RS;297000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000558;88.141.460/0001-80 - MUNICIPIO DE SANTANA DA BOA VISTA;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;VERA CRUZ - RS;Municipal;VERA CRUZ;VERA CRUZ;RS;297000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000564;98.661.366/0001-06 - MUNICIPIO DE VERA CRUZ;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;JACUTINGA - RS;Municipal;JACUTINGA;JACUTINGA;RS;297000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000569;87.613.394/0001-31 - MUNICIPIO DE JACUTINGA;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;RIO PARDO - RS;Municipal;RIO PARDO;RIO PARDO;RS;297000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB000577;88.821.079/0001-62 - MUNICIPIO DE RIO PARDO;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;QUINZE DE NOVEMBRO - RS;Municipal;QUINZE DE NOVEMBRO;QUINZE DE NOVEMBRO;RS;297000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB003077;91.574.764/0001-46 - MUNICIPIO DE QUINZE DE NOVEMBRO;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580005;0005;Emenda Individual - Transferências Especiais;Transferência Especial;PIRATINI - RS;Municipal;PIRATINI;PIRATINI;RS;297000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB005514;88.861.448/0001-40 - MUNICIPIO DE PIRATINI;Bate com Valor Pago geral;False;False
ALCEU MOREIRA;202528580003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;IBIRUBÁ - RS;Municipal;IBIRUBÁ;IBIRUBA;RS;280000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB025849;11.747.875/0001-78 - FUNDO MUNICIPAL DA SAUDE DE IBIRUBA;Bate com Valor Pago + RP Pagos geral;False;False
ALCEU MOREIRA;202528580003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;DOUTOR RICARDO - RS;Municipal;DOUTOR RICARDO;DOUTOR RICARDO;RS;280000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB040360;12.253.356/0001-16 - FUNDO MUNICIPAL DE SAUDE DE DOUTOR RICARDO;Bate com Valor Pago + RP Pagos geral;False;False
